video,file,legible,fps,mst,r,t,s,b,dg,pr1,n,bw,bp,p,m,d,bps_em,bps_pr,bps_lp,bps_wp,slv_b,slv_pb,slv_pm,slv_ps,lim,spl,v1,vrm,gov,thk,tic,vd1,thp,spr,seg,note
3PLAYER-DEBUG1,12.png,True,6.7,149,105,11,0,5.5,5/2,15.1,3,14.4,40.8,17.3,1.5,78,12.4,16.7,12.2,40.9,3,23,4.2,4.1,LIM vp20.0 ds30 ss7 zf609k lg151k,SPL 31 27 21 2 k18 =81 tc1 bal0 h1.9 po5,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-748 sb0 L0 i16 ws480,THK n254 mo4 ph0 sm2 mv1 pt1 w1 dc0,TIC th6 s0 x5.0 v9.1 sp94% sc0 ca4a,VD1 fb0/1 MP1 w0 22ms g9 Q5 E16/97,THp n2/6 d4 x0 m0 s0 l4 b0 r33 g0,SPR fl10.2 n10/3 th5/1 td0/4/0 fb2 o0,SEG c173 f0 k0 lk0,row1 rs0.2 (all other frames rs0.1); row10 FMp 104/152/312
3PLAYER-DEBUG1,13.png,True,6.7,149,103,13,0,5.4,6/2,15.4,3,13.0,36.9,16.0,1.6,71,11.5,14.3,12.5,37.1,2,21,3.6,3.5,LIM vp20.0 ds30 ss7 zf609k lg159k,SPL 22 27 21 3 k15 =73 tc1 bal0 h3.1 po6,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-846 sb0 L0 i16 ws480,THK n253 mo6 ph3 sm1 mv2 pt1 w1 dc0,TIC th8 s0 x4.8 v9.1 sp90% sc0 ca4a,VD1 fb0/1 MP1 w0 27ms g11 Q5 E16/97,THp n3/6 d4 x0 m0 s0 l2 b0 r41 g0,SPR fl10.1 n10/2 th6/0 td0/2/0 fb1 o0,SEG c173 f0 k0 lk0,"VD1 w-time 27ms, highest of the run; row10 FMp 104/152/312"
3PLAYER-DEBUG1,14.png,True,7.0,142,101,9,0,5.3,5/2,13.6,3,11.5,33.2,9.6,1.3,59,10.6,14.0,10.7,34.9,2,27,2.9,2.6,LIM vp20.0 ds30 ss7 zf609k lg159k,SPL 21 31 21 4 k11 =77 tc1 bal0 h1.8 po5,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-96 sb0 L0 i16 ws480,THK n232 mo6 ph0 sm3 mv2 pt0 w1 dc0,TIC th6 s0 x4.7 v8.4 sp97% sc0 ca4a,VD1 fb0/1 MP1 w0 18ms g10 Q5 E16/97,THp n3/6 d4 x0 m0 s0 l2 b0 r49 g0,SPR fl10.1 n10/2 th6/1 td0/2/0 fb4 o0,SEG c173 f0 k0 lk0,"row-2 phase sum 55.6 ms is 21 ms below SPL =77, the widest gap of any clean frame; row10 FMp 120/152/312"
3PLAYER-DEBUG1,15.png,True,7.2,138,99,9,0,5.1,6/2,13.0,3,14.2,38.0,14.6,3.1,76,12.2,15.1,10.0,36.4,3,28,3.0,3.5,LIM vp20.0 ds30 ss7 zf609k lg159k,SPL 22 29 22 3 k14 =76 tc1 bal0 h3.0 po6,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-436 sb0 L0 i16 ws480,THK n219 mo5 ph1 sm2 mv1 pt0 w1 dc0,TIC th6 s0 x4.3 v8.2 sp91% sc0 ca4a,VD1 fb0/1 MP1 w0 22ms g12 Q5 E16/97,THp n3/6 d4 x0 m0 s0 l7 b0 r34 g0,SPR fl10.1 n10/2 th6/0 td0/7/0 fb3 o0,SEG c173 f0 k0 lk0,row3 REC 50:22.0 95:34.0 mx90.5 d0
3PLAYER-DEBUG1,16.png,True,7.0,142,100,11,0,5.0,5/2,15.0,3,13.4,38.3,12.5,3.1,77,12.1,16.3,10.5,37.7,2,28,3.0,2.6,LIM vp20.0 ds30 ss7 zf609k lg159k,SPL 24 29 22 3 k17 =78 tc1 bal0 h1.9 po5,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-591 sb0 L0 i16 ws480,THK n224 mo3 ph1 sm0 mv0 pt0 w1 dc0,TIC th4 s0 x4.5 v8.4 sp93% sc0 ca4a,VD1 fb0/1 MP1 w0 22ms g13 Q5 E16/97,THp n4/6 d4 x0 m0 s0 l1 b0 r38 g0,SPR fl10.1 n10/2 th6/0 td0/1/0 fb2 o0,SEG c173 f0 k0 lk0,row3 REC 50:22.0 95:32.0 mx90.5 d0; THp n4/6 is the highest n of the run
3PLAYER-DEBUG2,00.png,True,7.6,131,95,5,0,4.9,5/2,12.8,3,10.5,30.8,13.4,1.0,60,11.2,13.0,9.7,32.2,0,32,0.3,0.6,LIM vp20.0 ds30 ss7 zf609k lg159k,SPL 12 29 20 3 k12 =64 tc1 ba10 h1.8 po5,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-789 sb0 L0 i16 ws480,THK n210 mo2 ph0 sm0 mv0 pt0 w1 dc0,TIC th3 s0 x4.3 v7.8 sp95% sc0 ca4a,VD1 fb0/1 MP1 w0 26ms g13 Q5 E16/97,THp n4/6 d4 x0 m0 s0 l0 b0 r34 g0,SPR fl0.1 n10/2 th4/0 td0/0/0 fb1 o0,SEG c173 f0 k0 lk0,"row 0 also: a7.2 to0:0000 cd0 ld199/41. Row 12 (CD) buried under red HUD band, unreadable. lg159k here vs lg151k on every later frame."
3PLAYER-DEBUG2,01.png,True,6.4,156,123,9,0,4.9,5/2,11.4,3,17.1,48.1,14.0,1.2,91,11.7,19.1,16.9,50.1,3,30,4.2,4.2,LIM vp22.0 ds34 ss7 zf609k lg151k,SPL 29 28 33 3 k12 =93 tc1 ba10 h1.9 po5,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-175 sb0 L0 i16 ws480,THK n245 mo3 ph0 sm0 mv0 pt0 w1 dc0,TIC th6 s0 x5.0 v9.4 sp92% sc1 ca4a,VD1 fb0/1 MP1 w0 16ms g5 Q10 E34/94,THp n4/6 d4 x0 m0 s0 l0 b0 r35 g0,SPR fl0.0 n20/2 th4/0 td0/0/0 fb1 o1,SEG c292 f0 k0 lk0,row 0 also: a7.3 to0:0000 cd0 ld199/41. Row 20 BP g0 n16 x71 a0 e0 k0 q0 c0. CD row buried.
3PLAYER-DEBUG2,02.png,True,8.3,120,74,9,0,4.8,4/2,8.3,3,8.5,23.9,11.2,0.9,44,7.8,8.6,11.1,26.5,0,28,0.5,0.7,LIM vp20.0 ds30 ss7 zf609k lg151k,SPL 10 31 12 3 k9 =56 tc1 ba10 h1.9 po4,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-506 sb0 L0 i16 ws480,THK n186 mo7 ph4 sm1 mv2 pt0 w1 dc0,TIC th7 s0 x3.8 v7.2 sp92% sc0 ca4a,VD1 fb0/1 MP1 w0 27ms g11 Q5 E18/93,THp n4/6 d4 x0 m0 s0 l10 b0 r31 g0,SPR fl0.0 n12/0 th4/1 td0/0/0 fb1 o0,SEG c160 f18 k1 lk0,"row-0 'a' field sits under the red HUD overlay and could not be read reliably (omitted); rest of row 0: to0:0000 cd0 ld199/41. THp 'l' reads l10 here (l0 on the other frames) - possible 1/0 confusion, transcribed as seen. Only frame with SEG f/k non-zero (f18 k1) and GCS w0.9/18."
3PLAYER-DEBUG2,03.png,True,,163,126,15,0,4.8,8/2,12.3,3,16.8,40.3,11.5,2.0,79,11.3,17.1,12.0,42.3,2,27,3.5,3.1,LIM vp24.0 ds40 ss7 zf609k lg151k,SPL 31 27 22 3 k12 =83 tc1 ba10 h1.9 py5,,VRM tx19/26 bk1 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-870 sb0 L0 i16 ws480,THK n240 mo10 ph8 sm0 mv3 pt1 w1 dc0,TIC th12 s0 x5.0 v10.1 sp86% sc1 ca4a,VD1 fb0/2 MP1 w0 7ms g0 Q5 E9/82,THp n4/6 d8 x0 m0 s0 l0 b0 r28 g0,SPR fl0.1 n20/2 th3/0 td0/0/0 fb0 o0,SEG c228 f0 k0 lk0,Row 0 is almost entirely covered by the red HUD band: fps and 'a' unreadable (omitted); MST163 and ld199/41 legible. Only frame with VRM bk1.
3PLAYER-DEBUG2,04.png,True,6.1,163,104,6,0,5.3,23/2,13.1,3,16.8,40.1,12.3,2.2,80,12.3,16.6,11.2,40.3,2,26,4.1,3.2,LIM vp21.0 ds30 ss7 zf609k lg151k,SPL 26 28 23 3 k14 =80 tc1 ba10 h2.0 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-65 sb0 L0 i16 ws480,THK n240 mo2 ph0 sm1 mv0 pt0 w1 dc0,TIC th3 s0 x5.0 v9.8 sp87% sc0 ca4a,VD1 fb0/2 MP1 w0 17ms g0 Q6 E10/73,THp n4/6 d3 x0 m0 s0 l0 b0 r63 g0,SPR fl0.5 n20/4 th3/0 td0/0/0 fb0 o0,SEG c220 f0 k0 lk0,row 0 also: a6.4 to0:0000 cd0 ld199/41.
3PLAYER-DEBUG2,05.png,True,6.5,153,100,7,0,5.7,23/2,12.9,3,22.8,47.0,18.6,2.5,103,12.2,17.2,14.7,44.2,2,16,3.4,3.2,LIM vp23.0 ds32 ss6 zf609k lg151k,SPL 29 36 23 3 k14 =91 tc1 ba10 h1.9 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-160 sb0 L0 i16 ws480,THK n240 mo3 ph1 sm0 mv0 pt0 w1 dc0,TIC th4 s0 x5.0 v9.2 sp94% sc0 ca4a,VD1 fb0/2 MP1 w0 4ms g0 Q6 E10/73,THp n4/6 d3 x0 m0 s0 l1 b0 r61 g0,SPR fl0.5 n20/4 th4/0 td0/0/1 fb1 o0,SEG c220 f0 k0 lk0,"row 0 also: a6.2 to0:0000 cd0 ld199/41. Row 20 reads BP g3 n55 x80 a0 e0 k0 q0 c<?> - the trailing c digit sits under a sprite and was not readable. Heaviest frame of the set (d103, SPL sum 91)."
3PLAYER-DEBUG2,06.png,True,7.3,136,81,7,0,6.2,22/2,10.6,3,11.8,27.3,,1.7,54,9.7,11.3,9.2,28.8,2,27,2.6,2.6,LIM vp21.0 ds27 ss6 zf609k lg151k,SPL 26 8 24 3 k11 =61 tc1 ba10 h2.1 py17,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-338 sb0 L0 i16 ws480,THK n216 mo3 ph1 sm0 mv0 pt0 w1 dc0,TIC th4 s0 x4.5 v8.3 sp93% sc0 ca4a,VD1 fb0/2 MP1 w0 5ms g0 Q6 E10/73,THp n4/6 d3 x0 m0 s0 l0 b0 r57 g0,SPR fl0.5 n20/4 th1/0 td0/0/0 fb0 o0,SEG c220 f0 k0 lk0,"row 0 also: a6.3 to0:0000 cd0 ld199/41. Row-2 P is ambiguous between 3.9 and 9.9 (soft glyph over bright scenery) - omitted rather than guessed. SPL second view is only 8 ms here (26 8 24 3), the shortest view of the set; SPL trailing field reads py17 where other frames read py1/po5."
3PLAYER-DEBUG2,07.png,True,,169,108,7,0,6.6,23/2,12.7,3,18.3,41.4,12.7,1.8,82,11.5,15.7,12.9,41.0,1,27,2.7,2.7,LIM vp25.0 ds34 ss6 zf609k lg151k,SPL 26 31 23 3 k13 =83 tc1 ba10 h2.0 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-555 sb0 L0 i16 ws480,THK n240 mo4 ph1 sm1 mv0 pt0 w1 dc0,TIC th5 s0 x5.0 v10.3 sp83% sc0 ca4a,VD1 fb0/2 MP1 w0 14ms g0 Q6 E10/73,THp n4/6 d3 x0 m0 s0 l0 b0 r42 g0,SPR fl0.5 n20/4 th2/0 td0/0/0 fb0 o0,SEG c220 f0 k0 lk0,"fps first digit is ambiguous (5.9 or 6.9) against the bright top-of-screen scenery, so fps is omitted; rest of row 0: a6.2 MST169 to0:0000 cd0 ld199/41."
3PLAYER-DEBUG2,08.png,True,,172,111,6,0,7.0,23/2,12.7,3,17.7,41.8,13.6,1.8,83,11.9,16.2,13.1,41.6,2,27,3.8,3.7,LIM vp25.0 ds37 ss7 zf609k lg151k,SPL 26 31 23 3 k13 =83 tc1 ba10 h2.2 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-622 sb0 L0 i16 ws480,THK n240 mo2 ph0 sm1 mv0 pt0 w1 dc0,TIC th3 s0 x5.0 v10.1 sp86% sc0 ca4a,VD1 fb0/2 MP1 w0 14ms g0 Q6 E10/73,THp n3/6 d3 x0 m0 s0 l0 b0 r46 g0,SPR fl0.5 n20/4 th2/0 td0/0/0 fb0 o0,SEG c220 f0 k0 lk0,fps first digit ambiguous over bright scenery (omitted); rest of row 0: a5.8 MST172 to0:0000 cd0 ld199/41. REC row reads 50:24.0 here (50:22.0 on frames 00-06). Row 20 BP g0 n3 x62 a0 e0 k0 q0 c0.
3PLAYER-DEBUG2,09.png,True,,172,111,6,0,7.3,23/2,12.6,3,17.5,42.8,13.7,1.8,86,11.9,16.5,13.3,42.7,2,26,3.8,3.6,LIM vp25.0 ds36 ss6 zf609k lg151k,SPL 26 33 23 3 k13 =85 tc1 ba10 h2.1 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-702 sb0 L0 i16 ws480,THK n240 mo2 ph0 sm1 mv0 pt0 w1 dc0,TIC th3 s0 x5.0 v10.3 sp83% sc0 ca4a,VD1 fb0/2 MP1 w0 13ms g0 Q6 E10/73,THp n3/6 d3 x0 m0 s0 l0 b0 r42 g0,SPR fl0.5 n20/4 th2/0 td0/0/0 fb0 o0,SEG c220 f0 k0 lk0,fps first digit ambiguous over bright scenery (omitted); rest of row 0: a5.8 MST172 to0:0000 cd0 ld199/41. REC row 50:24.0.
4PLAYER-DEBUG1,00.png,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"title-menu (id logo, no row-2 n field)"
4PLAYER-DEBUG1,01.png,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,menu (WHICH EPISODE)
4PLAYER-DEBUG1,02.png,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,menu (CHOOSE SKILL LEVEL)
4PLAYER-DEBUG1,03.png,True,0.9,1111,1084,0,0,0.0,2/2,0.0,4,24.8,235.0,60.8,2.7,124,65.3,25.1,191.3,235.1,1,20,16.6,12.1,LIM vp22.0 ds34 ss7 zf634k lg237k,SPL 220 53 64 52 k78 =389 tc1 bal0 h0.0,,VRM tx4/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e213 sb0 L0 i0 ws480,THK n31 mo0 ph0 sm0 mv0 pt0 w0 dc0,TIC th0 s0 x0.4 v67.5 sp1% sc0 ca4a a,VD1 fb0/0 MP1 w0 20ms g3 Q5 E28/93,THp n0/0 d0 x0 m0 s0 l0 b0 r9 g0,SPR fl0.2 n18/3 th5/0 td0/0/0 fb1 o1,SEG c256 f168 k1 lk0,"row0 a6.2 to0:0000 cd0 ld196/4; rs0.0. Skill-menu still drawn over the picture but overlay legible; level just spawned (THK n31, R1084 ms). REC row all 0.0"
4PLAYER-DEBUG1,04.png,True,5.5,181,138,10,0,4.8,9/2,12.3,4,19.4,50.5,18.1,3.0,94,12.0,21.3,15.6,50.6,3,22,5.2,4.0,LIM vp26.0 ds30 ss7 zf624k lg159k,SPL 20 30 20 28 k13 =98 tc1 bal0 h2.6 po,,VRM tx4/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e286 sb0 L0 i0 ws480,THK n275 mo4 ph2 sm0 mv1 pt1 w1 dc0,TIC th7 s1 x5.0 v11.0 sp78% sc0 ca4a,VD1 fb0/0 MP1 w0 21ms g8 Q9 E28/93,THp n0/7 d1 x0 m0 s0 l2 b0 r40 g12,SPR fl0.3 n18/5 th6/0 td0/2/0 fb1 o1,SEG c256 f0 k0 lk0,"row0 a5.0 to0:0000 cd0 ld196/40; rs0.1. MX m1 1056,-3616 a64 t0s; REC 50:26.0 95:34.0 mx60.3 d0"
4PLAYER-DEBUG1,05.png,True,7.0,142,100,11,0,4.3,5/2,9.9,4,13.4,43.1,17.3,1.1,67,8.7,13.8,20.8,44.7,3,38,0.4,0.6,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 13 34 12 30 k10 =89 tc1 bal0 h2.8 po,,VRM tx5/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e270 sb0 L0 i0 ws240,THK n259 mo5 ph2 sm0 mv1 pt1 w1 dc0,TIC th9 s2 x4.7 v8.7 sp94% sc0 ca4a,VD1 fb0/1 MP1 w0 23ms g13 Q9 E28/93,THp n0/8 d1 x0 m0 s0 l1 b0 r35 g0,SPR fl0.2 n18/3 th7/0 td0/1/0 fb3 o1,SEG c256 f14 k0 lk0,row0 a5.8 ld196/40; rs0.1. GOV ws240 (halved vs ws480 on every other in-game frame)
4PLAYER-DEBUG1,06.png,True,6.9,144,95,11,0,4.1,5/2,10.1,4,13.1,59.7,14.3,1.4,63,8.7,13.6,12.5,36.3,1,5,2.2,1.8,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 10 29 4 28 k10 =71 tc1 bal0 h2.8 po5,,VRM tx6/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e171 sb0 L0 i16 ws480,THK n267 mo6 ph2 sm2 mv1 pt1 w1 dc0,TIC th8 s1 x4.8 v8.8 sp94% sc0 ca4a,VD1 fb0/1 MP1 w0 22ms g14 Q9 E28/93,THp n0/8 d1 x0 m0 s0 l0 b0 r57 g0,SPR fl0.2 n17/4 th4/0 td0/0/0 fb1 o1,SEG c256 f2 k0 lk0,row0 a6.4 ld196/40; rs0.1. row-2 sum 88.5 exceeds SPL =71; Bp59.7 far from wp36.3
4PLAYER-DEBUG1,07.png,True,4.7,212,134,14,0,4.1,6/2,8.4,4,12.7,61.0,10.7,0.7,62,7.6,22.4,108.7,149.9,0,24,2.2,1.5,LIM vp20.0 ds41 ss7 zf615k lg159k,SPL 83 27 63 28 k8 =201 tc1 bal0 h3.0 po,,VRM tx6/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e284 sb0 L0 i16 ws480,THK n275 mo11 ph6 sm2 mv3 pt1 w1 dc0,TIC th11 s1 x5.0 v13.0 sp66% sc0 ca4a,VD1 fb0/1 MP1 w2 79ms g61 Q9 E28/93,THp n0/8 d1 x0 m0 s0 l0 b0 r17 g0,SPR fl0.1 n16/2 th4/0 td0/0/0 fb0 o1,SEG c256 f0 k0 lk0,"row0 a5.9 ld196/40; rs0.2. Spike frame: VD1 79ms g61, BPS lp108.7/wp149.9, SPL views 83/27/63/28 =201; MX m1 1519,-2449 a12 t12s; GRD op0 tc0 r10 zw1859 np0 Lo0/0 pf0"
4PLAYER-DEBUG1,08.png,True,6.7,149,111,9,0,4.1,5/2,8.1,4,12.7,61.2,11.1,0.8,62,7.1,12.3,39.9,61.9,2,24,3.8,2.7,LIM vp20.0 ds30 ss7 zf615k lg159k,SPL 19 27 19 28 k8 =93 tc1 bal0 h2.5 po5,,VRM tx6/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e284 sb0 L0 i16 ws480,THK n275 mo4 ph0 sm1 mv0 pt1 w0 dc0,TIC th6 s1 x5.0 v9.0 sp96% sc0 ca4a,VD1 fb0/1 MP1 w2 18ms g3 Q9 E28/93,THp n3/7 d1 x0 m0 s0 l0 b0 r21 g0,SPR fl0.6 n16/2 th4/0 td0/0/0 fb0 o1,SEG c256 f0 k0 lk0,row0 a6.4 ld196/40; rs0.1. FMp 120/160/312 sk21 mx8217 hp1256/4096!
4PLAYER-DEBUG1,09.png,True,6.6,151,112,11,0,4.0,5/2,8.6,4,12.4,61.8,10.8,0.7,63,7.6,13.0,38.7,62.0,2,25,3.2,2.7,LIM vp20.0 ds30 ss7 zf615k lg159k,SPL 19 28 19 28 k8 =93 tc1 bal0 h2.5 po5,,VRM tx6/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e191 sb0 L0 i16 ws480,THK n275 mo8 ph4 sm1 mv0 pt1 w0 dc0,TIC th9 s1 x5.0 v9.1 sp94% sc0 ca4a,VD1 fb0/2 MP1 w2 9ms g3 Q9 E28/93,THp n4/7 d1 x0 m0 s0 l0 b0 r21 g0,SPR fl0.1 n16/2 th4/0 td0/0/0 fb0 o1,SEG c256 f0 k0 lk0,row0 a6.7 ld196/40; rs0.1. FMp 120/152/312 sk21 mx8217 hp1256/4096!
4PLAYER-DEBUG1,10.png,True,7.0,142,94,13,0,4.0,5/2,9.3,4,13.3,60.6,10.7,1.1,63,7.9,13.2,13.7,36.7,2,25,3.2,2.7,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 8 28 9 28 k9 =73 tc1 bal0 h2.8 po5,,VRM tx7/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e164 sb0 L0 i16 ws480,THK n267 mo14 ph3 sm9 mv2 pt1 w1 dc0,TIC th10 s2 x4.8 v8.5 sp97% sc0 ca4a,VD1 fb0/2 MP1 w2 31ms g8 Q9 E28/93,THp n4/7 d1 x0 m0 s0 l0 b0 r41 g2,SPR fl0.3 n18/4 th3/0 td0/0/0 fb0 o2,SEG c256 f0 k0 lk0,row0 a6.5 ld196/40; rs0.2. row-2 sum 85.7 exceeds SPL =73; Bp60.6 far from wp36.7. FMp 136/152/312
4PLAYER-DEBUG1,11.png,True,6.7,149,97,11,0,4.0,5/2,10.1,4,13.3,42.5,11.8,1.8,65,8.4,15.3,12.4,37.7,1,25,2.0,1.7,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 8 31 8 28 k10 =75 tc1 bal0 h2.8 po5,,VRM tx7/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e37 sb0 L0 i16 ws480,THK n267 mo11 ph1 sm8 mv1 pt1 w1 dc0,TIC th7 s2 x4.8 v9.0 sp92% sc0 ca4a,VD1 fb0/2 MP1 w2 31ms g14 Q9 E28/93,THp n4/7 d1 x0 m0 s0 l0 b0 r39 g0,SPR fl0.2 n18/4 th5/0 td0/0/0 fb1 o2,SEG c256 f2 k0 lk0,row0 a6.5 ld196/40; rs0.1. FMp 136/152/312 sk21 mx8217 hp1256/4096!
4PLAYER-DEBUG1,12.png,True,5.4,185,128,19,0,4.0,7/2,16.5,4,17.7,53.5,17.9,1.1,91,10.5,18.3,16.9,49.3,2,23,4.8,4.1,LIM vp23.0 ds34 ss7 zf624k lg159k,SPL 32 30 8 27 k19 =97 tc1 bal0 h2.7 po7,,VRM tx15/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-2 sb0 L0 i16 ws480,THK n285 mo5 ph2 sm0 mv1 pt1 w1 dc0,TIC th9 s2 x5.0 v11.0 sp78% sc0 ca4a,VD1 fb0/2 MP1 w2 15ms g11 Q9 E28/93,THp n4/7 d1 x0 m0 s0 l4 b0 r38 g0,SPR fl0.2 n18/3 th6/1 td0/4/0 fb3 o1,SEG c256 f0 k0 lk0,"row0 a5.5 ld196/40; rs0.1. MX x coordinate partly occluded by a sprite (reads 151?,-2449) - not transcribed. GOV e negative (e-2)"
4PLAYER-DEBUG1,13.png,True,5.8,172,123,18,0,4.0,6/2,16.5,4,17.8,46.7,20.5,1.8,94,10.2,20.1,14.1,48.6,1,28,2.0,2.1,LIM vp20.0 ds32 ss7 zf624k lg159k,SPL 32 29 12 27 k16 =100 tc1 bal0 h2.7 p,,VRM tx15/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e1 sb0 L0 i16 ws480,THK n288 mo7 ph2 sm3 mv1 pt1 w1 dc0,TIC th9 s2 x5.0 v10.3 sp83% sc0 ca4a,VD1 fb6/2 MP1 w2 23ms g14 Q9 E28/93,THp n4/7 d1 x0 m0 s0 l0 b0 r55 g0,SPR fl0.1 n16/2 th6/0 td0/0/0 fb3 o1,SEG c256 f0 k0 lk0,"row0 a5.5 ld196/40; rs0.1. VD1 fb6/2 - first frame where the fb pre-count is non-zero. MX m1 1519,-2449 a12 t12s"
4PLAYER-DEBUG1,14.png,True,5.8,172,117,18,0,4.0,7/2,16.8,4,16.6,49.6,19.0,1.3,83,10.0,17.0,15.0,45.0,2,21,4.0,4.0,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 26 37 9 27 k17 =89 tc1 bal0 h3.5 po7,,VRM tx15/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-22 sb0 L0 i16 ws480,THK n286 mo11 ph4 sm5 mv3 pt1 w1 dc0,TIC th11 s2 x5.0 v10.1 sp86% sc0 ca4a,VD1 fb6/2 MP1 w2 26ms g11 Q9 E28/93,THp n4/7 d2 x0 m0 s0 l11 b0 r34 g0,SPR fl0.1 n16/2 th6/1 td0/11/0 fb1 o1,SEG c256 f0 k0 lk0,row0 a5.8 ld196/40; rs0.1. GOV e negative (e-22); THp l11 matches SPR td 2nd field 11
4PLAYER-DEBUG2,00.png,True,6.2,161,120,10,0,4.0,6/2,12.8,4,17.7,44.9,16.2,2.0,93,11.3,19.4,16.0,49.5,3,31,,5.1,LIM vp20.0 ds31 ss7 zf624k lg159k,SPL 28 28 9 27 k12 =92 tc1 bal0 h2.5 po6,,VRM tx15/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-21 sb0 L0 i16 ws480,THK n270 mo3 ph0 sm0 mv0 pt1 w1 dc0,TIC th7 s2 x5.0 v9.7 sp89% sc0 ca4a,VD1 fb6/2 MP1 w2 26ms g10 Q9 E28/93,THp n4/7 d2 x0 m0 s0 l0 b0 r?? g0,SPR fl0.2 n16/3 th3/0 td0/0/0 fb0 o1,SEG c256 f0 k0 lk0,SLV Pm digit unreadable (reads 'Pm5.'); THp r 2nd digit unreadable -> omitted. Row 20: BP g0 n0 x0 a0 e0 k0 q0 c0
4PLAYER-DEBUG2,01.png,True,6.7,149,99,10,0,4.0,6/2,9.4,4,15.1,55.5,15.1,0.8,73,8.5,15.5,29.5,55.7,1,22,1.9,1.7,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 24 29 13 28 k9 =94 tc1 bal0 h2.7 po6,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-63 sb0 L0 i16 ws480,THK n262 mo3 ph0 sm0 mv0 pt1 w1 dc0,TIC th7 s1 x4.8 v9.0 sp92% sc0 ca4a,VD1 fb6/2 MP1 w2 25ms g12 Q9 E28/93,THp n4/7 d2 x0 m0 s0 l0 b0 r21 g0,SPR fl0.1 n16/2 th7/0 td0/0/0 fb3 o1,SEG c256 f0 k0 lk0,Row 20: BP g0 n0 x0 a0 e0 k0 q0 c0
